left_bars,right_bars,bounce_rate,interaction_rate,density_score,composite_score,total_levels,total_bounces,total_breaks,bars_tested
5,2,0.7514450867052023,0.8249318801089919,0.0,0.5480575987147784,1468,910,301,7851
7,2,0.7492654260528894,0.8260517799352751,0.0,0.5475217044017383,1236,765,256,7851
8,2,0.7494824016563147,0.8249359521776259,0.0,0.5472737463158137,1171,724,242,7851
9,2,0.7497255762897914,0.8236889692585895,0.0,0.5469969212934934,1106,683,228,7851
6,2,0.7481818181818182,0.8252063015753939,0.0,0.5468346177453455,1333,823,277,7851
4,2,0.7516245487364621,0.8204976303317536,0.0,0.546799108594111,1688,1041,344,7851
3,2,0.7567737870195337,0.8072227873855544,0.0,0.5448763510234798,1966,1201,386,7851
10,2,0.7461077844311377,0.8210422812192724,0.0,0.5447557981382367,1017,623,212,7851
5,3,0.7263779527559056,0.7993705743509048,0.0,0.5303623534076336,1271,738,278,7851
7,3,0.7297297297297297,0.7945845004668534,0.0,0.5302672420319479,1071,621,230,7851
6,3,0.7278688524590164,0.7956521739130434,0.0,0.5298431931575196,1150,666,249,7851
8,3,0.7289603960396039,0.793713163064833,0.0,0.5296981073352914,1018,589,219,7851
9,3,0.7265625,0.7950310559006211,0.0,0.5291343167701863,966,558,210,7851
4,3,0.7218884120171674,0.7952218430034129,0.0,0.5273219177078908,1465,841,324,7851
3,3,0.7299107142857143,0.7827606290040768,0.0,0.5267924744155088,1717,981,363,7851
10,3,0.7213578500707214,0.7926008968609866,0.0,0.5263234090865845,892,510,197,7851
9,4,0.6934189406099518,0.7560679611650486,0.0,0.5041879645934952,824,432,191,7851
10,4,0.6963350785340314,0.7519685039370079,0.0,0.5041245825947149,762,399,174,7851
8,4,0.6920731707317073,0.7557603686635944,0.0,0.5035573788917612,868,454,202,7851
7,4,0.6938775510204082,0.7530186608122942,0.0,0.5034566186518515,911,476,210,7851
5,4,0.688360450563204,0.7551984877126654,0.0,0.5019037265390812,1058,550,249,7851
6,4,0.6871584699453552,0.7523124357656732,0.0,0.500557118707844,973,503,229,7851
8,5,0.6978798586572438,0.7312661498708011,0.0,0.4985317884241378,774,395,171,7851
10,5,0.6984126984126984,0.7304347826086957,0.0,0.49849551414768806,690,352,152,7851
9,5,0.6962962962962963,0.7327001356852103,0.0,0.49832855922408165,737,376,164,7851
7,5,0.6959459459459459,0.7272727272727273,0.0,0.49656019656019657,814,412,180,7851
4,4,0.6841517857142857,0.7417218543046358,0.0,0.49617727057710503,1208,613,283,7851
3,4,0.69921875,0.720112517580872,0.0,0.49572125527426164,1422,716,308,7851
5,5,0.6926470588235294,0.7264957264957265,0.0,0.49500754147812964,936,471,209,7851
6,5,0.6915739268680445,0.7271676300578035,0.0,0.49477985976455885,865,435,194,7851
8,6,0.7017543859649122,0.7105263157894737,0.0,0.493859649122807,722,360,153,7851
9,6,0.6993865030674846,0.7117903930131004,0.0,0.49329171913092396,687,342,147,7851
10,6,0.6986899563318777,0.710077519379845,0.0,0.49249923834670456,645,320,138,7851
7,6,0.7001862197392924,0.7075098814229249,0.0,0.49232745232259445,759,376,161,7851
6,6,0.6970227670753065,0.7075588599752168,0.0,0.4910767648226877,807,398,173,7851
5,6,0.6969205834683955,0.7075688073394495,0.0,0.491038875589193,872,430,187,7851
8,7,0.6971544715447154,0.7028571428571428,0.0,0.48971893147502904,700,343,149,7851
4,5,0.6924101198402131,0.7091595845136922,0.0,0.4897119232901929,1059,520,231,7851
9,7,0.6936170212765957,0.704647676161919,0.0,0.48884111135921404,667,326,144,7851
10,7,0.6931818181818182,0.7028753993610224,0.0,0.488135347081034,626,305,135,7851
7,7,0.6937984496124031,0.7010869565217391,0.0,0.487845466801483,736,358,158,7851
3,5,0.7047058823529412,0.6805444355484388,0.0,0.4860456836057081,1249,599,251,7851
5,7,0.6933560477001703,0.6954976303317536,0.0,0.4859917081795942,844,407,180,7851
6,7,0.6923076923076923,0.6964285714285714,0.0,0.48585164835164835,784,378,168,7851
4,6,0.6926470588235294,0.6875631951466128,0.0,0.48332778207339555,989,471,209,7851
8,8,0.684322033898305,0.6930983847283406,0.0,0.48165832897782423,681,323,149,7851
10,8,0.6824644549763034,0.6929392446633826,0.0,0.4808675553895362,609,288,134,7851
9,8,0.6807095343680709,0.6938461538461539,0.0,0.48043765990107457,650,307,144,7851
3,6,0.7073490813648294,0.6574633304572908,0.0,0.48017863168311903,1159,539,223,7851
4,7,0.6908809891808346,0.6789087093389297,0.0,0.48002500847401275,953,447,200,7851
7,8,0.6802443991853361,0.6867132867132867,0.0,0.4781117456881204,715,334,157,7851
6,8,0.6827852998065764,0.6802631578947368,0.0,0.4771930672910516,760,353,164,7851
5,8,0.6854545454545454,0.6756756756756757,0.0,0.4768845208845209,814,377,173,7851
3,7,0.7059639389736477,0.6477987421383647,0.0,0.4767251982309685,1113,509,212,7851
4,8,0.6809917355371901,0.6583242655059848,0.0,0.4698939738666715,919,412,193,7851
3,8,0.698956780923994,0.6259328358208955,0.0,0.4673625631158663,1072,469,202,7851
